Date,Time (utc),Region,Magnitude,Depth (km),Latitude,Longitude,Mode,Map
02/10/2022,09:31:37,Afghanistan-Tajikistan Border Region,3.6,115,36.89 N,71.28 E,M,-
02/10/2022,07:32:28,Mid Indian Ridge,5.4,10,37.91 N,78.04 E,A,-
02/10/2022,05:37:55,Afghanistan-Tajikistan Border Region,3.1,100,36.33 N,71.43 E,M,-
01/10/2022,08:11:34,Southwestern Kashmir,3.0,28,34.86 N,74.46 E,M,-
01/10/2022,03:31:59,10 Km North of Malakand kpk,2.7,143,34.67 N,71.85 E,M,-
30/09/2022,09:26:56,Kyrgystan,4.3,10,39.61 N,72.08 E,M,-
29/09/2022,23:59:33,Afghanistan-Tajikistan Border Region,3.7,143,36.21 N,71.80 E,M,-
29/09/2022,20:46:08,Southeastern Afghanistan,4.4,470,31.09 N,67.54 E,M,-
29/09/2022,14:59:33,Afghanistan-Tajikistan Border Region,3.7,143,36.21 N,71.80 E,M,-
29/09/2022,14:17:30,Afghanistan-Tajikistan Border Region,3.8,95,37.20 N,71.69 E,M,-
29/09/2022,10:02:32,218 km NE of Peshawar,2.8,33,35.84 N,72.33 E,M,-
28/09/2022,05:41:16,Afghanistan-Tajikistan Border Region,4.0,40,36.22 N,72.93 E,M,-
28/09/2022,04:58:20,Afghanistan-Tajikistan Border Region,3.6,12,37.32 N,71.86 E,M,-
27/09/2022,01:04:58,7 km NW of Kalar  Kahar,4.4,62,32.73 N,72.75 E,M,-
27/09/2022,00:26:30,69 km NE of Bannu,4.5,27,32.47 N,70.21 E,M,-
26/09/2022,19:00:51,Tajikistan,3.5,177,37.36 N,72.29 E,M,-
26/09/2022,14:30:45,"Hindu Kush Region,Afghanistan",3.4,275,35.97 N,70.56 E,A,-
26/09/2022,09:25:55,"Hindu Kush Region,Afghanistan",4.1,120,36.58 N,70.39 E,M,-
26/09/2022,06:15:40,Afghanistan-Tajikistan Border Region,3.1,118,36.81 N,71.30 E,M,-
25/09/2022,23:04:27,Southern Iran,5.0,10,27.57 N,56.68 E,A,-
25/09/2022,15:25:14,Southern Iran,4.8,5,27.64 N,56.66 E,A,-
24/09/2022,09:47:47,Tajikistan,4.2,128,37.35 N,72.97 E,M,-
24/09/2022,09:19:33,Tajikistan,4.2,160,37.38 N,73.17 E,M,-
23/09/2022,23:33:11,"Hindu Kush Region,Afghanistan",4.1,183,36.55 N,70.97 E,M,-
23/09/2022,22:33:31,"Hindu Kush Region,Afghanistan",3.5,21,35.90 N,69.86 E,M,-
23/09/2022,17:15:36,"Hindu Kush Region,Afghanistan",3.5,65,36.07 N,70.62 E,M,-
23/09/2022,14:18:32,Afghanistan-Tajikistan Border Region,4.3,135,37.36 N,71.84 E,M,-
23/09/2022,10:33:35,84 km NE of Jacobabad,3.3,10,27.97 N,67.51 E,M,-
22/09/2022,23:52:44,"Hindu Kush Region,Afghanistan",4.3,314,35.36 N,70.22 E,M,-
21/09/2022,09:48:22,36 km NE of Sarghoda,2.5,33,32.41 N,72.54 E,M,-
21/09/2022,05:24:45,Southeastern Afghanistan,2.5,10,34.74 N,70.52 E,M,-
20/09/2022,04:18:18,57 km SE of Bannu,4.7,188,33.26 N,70.08 E,M,-
19/09/2022,10:22:09,88 km NE of Multan,4.7,30,29.54 N,70.91 E,M,-
19/09/2022,06:28:33,Eastern Kashmir,3.5,0,35.77 N,75.04 E,M,-
18/09/2022,08:37:09,"66 km SE of Tangi, KPK",3.0,22,34.88 N,71.48 E,M,-
17/09/2022,11:40:08,Afghanistan-Tajikistan Border Region,3.9,180,36.64 N,71.13 E,M,-
14/09/2022,12:21:22,Kashmir-Xizang Border Region,4.8,134,36.90 N,75.93 E,M,-
14/09/2022,05:42:05,Tajikistan,4.1,10,37.95 N,72.43 E,M,-
14/09/2022,05:25:41,Tajikistan-Xinjiang Border Region,4.3,34,38.29 N,73.75 E,M,-
13/09/2022,07:21:14,"84 km SE of Tangi, KPK",3.1,10,34.99 N,71.26 E,M,-
10/09/2022,19:44:04,Southeastern Afghanistan,4.0,10,34.59 N,70.50 E,M,-
10/09/2022,19:35:11,Afghanistan-Tajikistan Border Region,4.0,125,36.30 N,71.36 E,M,-
10/09/2022,13:22:03,"Hindu Kush Region,Afghanistan",3.9,183,36.64 N,70.76 E,M,-
08/09/2022,08:20:37,Afghanistan-Tajikistan Border Region,5.1,18,37.11 N,71.56 E,M,-
08/09/2022,04:10:27,60 km SW of Chilas,2.8,25,34.93 N,73.82 E,M,-
08/09/2022,02:23:06,Eastern Kashmir,3.5,25,33.64 N,75.37 E,M,-
07/09/2022,07:04:07,Northwestern Kashmir,3.7,0,36.31 N,74.69 E,M,-
05/09/2022,18:40:19,Turkmenistan,4.2,582,39.10 N,55.21 E,M,-
05/09/2022,11:57:04,Southeastern Afghanistan,4.4,10,34.58 N,70.63 E,M,-
05/09/2022,09:14:53,Southern Iran,5.3,10,27.67 N,56.09 E,A,-
05/09/2022,04:52:21,"Sichuan, China",6.3,10,29.64 N,102.27 E,A,-
05/09/2022,03:25:13,"Hindu Kush Region,Afghanistan",3.9,120,36.15 N,70.78 E,M,-
05/09/2022,01:14:16,Southeastern Afghanistan,3.7,93,34.41 N,70.55 E,M,-
04/09/2022,23:36:04,Southeastern Afghanistan,3.1,26,34.54 N,70.49 E,M,-
04/09/2022,23:36:04,Southeastern Afghanistan,3.1,26,34.54 N,70.49 E,M,-
04/09/2022,21:57:37,Southeastern Afghanistan,5.3,10,34.73 N,70.79 E,A,-
04/09/2022,03:30:52,106 km NE of Rawalpindi,2.4,10,34.69 N,73.32 E,M,-
02/09/2022,16:59:59,Afghanistan-Tajikistan Border Region,6.0,152,37.09 N,67.48 E,M,-
30/08/2022,16:28:46,Afghanistan-Tajikistan Border Region,3.9,100,37.24 N,71.72 E,M,-
25/08/2022,23:22:40,65km SW of Taunsa Sharif,4.6,25,30.41 N,70.07 E,M,-
25/08/2022,21:25:39,"Hindu Kush Region,Afghanistan",4.7,100,35.95 N,70.71 E,M,-
25/08/2022,17:38:04,Afghanistan-Tajikistan Border Region,3.9,21,36.79 N,71.26 E,M,-
22/08/2022,13:53:53,Southeastern Afghanistan,4.7,10,33.01 N,69.60 E,A,-
21/08/2022,17:29:03,Tajikistan-Xinjiang Border Region,3.9,135,38.45 N,73.97 E,M,-
21/08/2022,07:10:06,65km SE of Dalbandin,3.1,10,28.37 N,64.73 E,M,-
20/08/2022,14:54:53,14km East of Taxila,3.3,31,33.73 N,72.96 E,M,-
19/08/2022,19:42:43,Nepal-India Border Region,4.8,10,28.11 N,81.27 E,A,-
15/08/2022,22:15:51,Southern Iran,4.8,10,29.52 N,51.20 E,A,-
15/08/2022,16:23:27,Afghanistan-Tajikistan Border Region,4.5,192,36.64 N,71.05 E,M,-
15/08/2022,16:22:33,Southeastern Afghanistan,5.5,254,33.35 N,66.21 E,M,-
14/08/2022,09:53:21,62km SW of Khairpur Nathan Shah,4.2,79,27.02 N,67.11 E,M,-
14/08/2022,03:24:29,Turkey,4.9,45,38.22 N,27.24 E,A,-
13/08/2022,17:54:58,Afghanistan-Tajikistan Border Region,3.9,137,37.30 N,71.55 E,M,-
13/08/2022,14:58:18,Afghanistan-Tajikistan Border Region,4.4,133,36.33 N,71.52 E,M,-
12/08/2022,08:09:45,Afghanistan-Tajikistan Border Region,5.0,198,36.48 N,71.08 E,M,-
12/08/2022,03:54:46,Afghanistan-Tajikistan Border Region,3.5,94,36.46 N,71.83 E,M,-
11/08/2022,10:12:17,52km SW of Kharan,4.4,6,28.49 N,64.89 E,M,-
10/08/2022,09:29:43,Tajikistan-Xinjiang Border Region,3.6,129,38.30 N,73.69 E,M,-
08/08/2022,04:28:57,Turkmenistan-Iran Border Region,3.5,15,36.52 N,60.51 E,M,-
07/08/2022,06:12:19,"Hindu Kush Region,Afghanistan",3.6,120,35.97 N,68.65 E,M,-
07/08/2022,06:12:01,"Hindu Kush Region,Afghanistan",4.6,125,35.94 N,66.85 E,M,-
05/08/2022,04:37:26,57km NW of Kharan,4.1,10,29.08 N,65.28 E,M,-
05/08/2022,03:21:06,Afghanistan-Tajikistan Border Region,4.3,135,36.42 N,71.09 E,M,-
04/08/2022,19:08:06,Afghanistan-Tajikistan Border Region,5.3,205,36.45 N,71.11 E,M,-
03/08/2022,09:44:36,19km SE of Surab,3.6,21,28.35 N,66.38 E,M,-
03/08/2022,05:19:38,"Hindu Kush Region,Afghanistan",4.4,135,36.97 N,70.81 E,M,-
02/08/2022,13:42:25,Southeastern Afghanistan,4.4,27,32.38 N,68.89 E,M,-
29/07/2022,14:31:40,13km NW of Landi Kotal,2.8,26,34.22 N,71.09 E,M,-
28/07/2022,19:26:47,Southern India,4.6,10,23.51 N,82.50 E,A,-
26/07/2022,20:37:19,"Hindu Kush Region,Afghanistan",5.9,225,36.45 N,70.29 E,M,-
25/07/2022,15:55:15,Southern Iran,4.8,10,26.63 N,55.24 E,A,-
25/07/2022,13:39:39,Southern Iran,4.7,67,27.90 N,55.38 E,A,-
23/07/2022,16:07:51,Southern Iran,5.3,37,26.80 N,55.28 E,A,-
18/07/2022,19:23:23,Southeastern Afghanistan,4.7,86,33.22 N,69.46 E,M,-
18/07/2022,12:22:46,"69km SW of Khost, Afghanistan",5.7,16,33.00 N,69.29 E,M,-
17/07/2022,19:43:22,"Southern Xinjiang, China",4.9,10,40.18 N,83.29 E,A,-
16/07/2022,11:27:36,Southeastern Afghanistan,5.0,10,34.59 N,69.50 E,M,-
15/07/2022,22:22:15,45km NW of Rojhan,4.8,19,29.08 N,69.89 E,M,-
15/07/2022,15:45:25,"Hindu Kush Region,Afghanistan",3.3,190,36.56 N,70.76 E,M,-
15/07/2022,04:54:26,Tajikistan-Xinjiang Border Region,4.4,97,38.03 N,73.12 E,M,-
13/07/2022,22:24:40,Afghanistan-Tajikistan Border Region,4.1,142,37.35 N,71.89 E,M,-
12/07/2022,05:12:04,"Hindu Kush Region,Afghanistan",4.2,118,36.06 N,70.68 E,M,-
12/07/2022,04:35:19,Afghanistan-Tajikistan Border Region,4.8,194,36.57 N,71.14 E,M,-
11/07/2022,18:18:18,"Hindu Kush Region,Afghanistan",3.3,28,35.51 N,70.92 E,M,-
11/07/2022,17:16:57,Southern Iran,4.8,76,26.25 N,54.33 E,A,-
08/07/2022,11:51:01,Afghanistan-Tajikistan Border Region,4.7,113,36.47 N,71.03 E,M,-
05/07/2022,05:08:21,Tajikistan-Xinjiang Border Region,4.5,15,38.81 N,73.58 E,M,-
05/07/2022,00:31:42,Northern India,4.6,70,29.35 N,75.79 E,M,-
03/07/2022,09:04:43,Afghanistan-Tajikistan Border Region,2.9,60,36.22 N,71.67 E,M,-
30/06/2022,09:44:18,Afghanistan-Tajikistan Border Region,3.4,116,37.66 N,71.90 E,M,-
30/06/2022,09:13:06,"Hindu Kush Region,Afghanistan",2.8,109,35.62 N,70.70 E,M,-
29/06/2022,23:56:36,"Hindu Kush Region,Afghanistan",3.8,77,36.16 N,70.83 E,M,-
29/06/2022,13:48:48,Kashmir-xinjiang Border Region,3.9,155,36.55 N,76.69 E,M,-
29/06/2022,04:30:31,"Hindu Kush Region,Afghanistan",5.5,213,36.27 N,70.77 E,M,-
28/06/2022,10:01:44,Afghanistan-Tajikistan Border Region,3.9,109,36.56 N,71.24 E,M,-
28/06/2022,06:59:22,139 km SE of Zhob,4.0,35,32.55 N,69.04 E,M,-
28/06/2022,05:16:41,Southeastern Afghanistan,3.8,84,34.94 N,69.70 E,M,-
23/06/2022,08:07:13,Southeastern Afghanistan,4.0,10,33.94 N,69.08 E,M,-
23/06/2022,03:56:56,"Hindu Kush Region,Afghanistan",4.8,166,36.56 N,70.53 E,M,-
22/06/2022,01:49:56,"Hindu Kush Region,Afghanistan",4.2,101,35.46 N,69.93 E,M,-
21/06/2022,20:54:22,Southeastern Afghanistan,7.0,12,34.38 N,67.45 E,M,-
21/06/2022,00:49:26,Eastern Kashmir,4.8,70,34.13 N,46.45 E,M,-
21/06/2022,00:49:03,Afghanistan-Tajikistan Border Region,5.2,218,37.20 N,70.25 E,M,-
19/06/2022,13:54:20,74 km SW of Khuzdar,4.2,40,28.44 N,66.78 E,M,-
18/06/2022,08:37:26,"Hindu Kush Region,Afghanistan",3.8,208,36.56  N,70.03 E,M,-
17/06/2022,12:25:17,"Hindu Kush Region,Afghanistan",5.5,121,35.90 N,70.96 E,M,-
17/06/2022,09:22:59,Afghanistan-Tajikistan Border Region,5.3,242,36.17 N,71.13 E,M,-
16/06/2022,19:19:09,"Northern Xinjiang, China",4.4,20,42.69 N,88.13 E,A,-
15/06/2022,06:48:55,Southern Iran,4.9,10,26.47 N,54.35 E,A,-
15/06/2022,06:06:07,Southern Iran,5.3,46,26.55 N,54.32 E,A,-
15/06/2022,06:04:51,Southern Iran,4.5,113,26.76 N,54.41 E,A,-
15/06/2022,05:55:03,Southern Iran,4.8,10,26.34 N,54.30 E,A,-
14/06/2022,14:09:42,Southern Iran,4.8,10,26.21 N,54.46 E,A,-
14/06/2022,10:11:14,"Sichuan, China",4.8,10,32.38 N,101.81 E,A,-
14/06/2022,08:16:23,Afghanistan-Tajikistan Border Region,3.7,120,37.33 N,69.06 E,M,-
13/06/2022,17:56:08,"Hindu Kush Region,Afghanistan",4.1,77,36.76 N,70.94 E,M,-
09/06/2022,22:31:52,Tajikistan-Xinjiang Border Region,4.1,150,38.26 N,73.63 E,M,-
09/06/2022,19:27:04,"Sichuan, China",5.0,10,32.47 N,101.97 E,M,-
09/06/2022,17:28:38,"Sichuan, China",5.6,10,32.41 N,101.92 E,M,-
09/06/2022,16:21:22,"Sichuan, China",5.2,10,32.57 N,101.83 E,A,-
09/06/2022,16:03:27,"Sichuan, China",5.4,10,32.35 N,101.80 E,A,-
09/06/2022,03:34:29,Afghanistan-Tajikistan Border Region,4.1,10,36.70 N,71.33 E,M,-
08/06/2022,09:25:48,Kashmir-Xinjiang Border Region,4.1,32,36.80 N,76.18 E,M,-
08/06/2022,06:52:27,Eastern Kashmir,5.5,131,35.85 N,77.99 E,M,-
07/06/2022,10:00:15,Afghanistan-Tajikistan Border Region,5.2,165,36.60 N,71.08 E,M,-
07/06/2022,06:13:31,"Hindu Kush Region,Afghanistan",4.8,134,36.27 N,70.30 E,M,-
05/06/2022,19:34:34,Tajikistan,3.7,105,37.63 N,72.26 E,M,-
04/06/2022,13:58:47,"Hindu Kush Region,Afghanistan",5.3,183,35.77 N,68.40 E,M,-
04/06/2022,09:52:21,Tajikistan-Xinjiang Border Region,4.1,158,37.94 N,74.16 E,M,-
03/06/2022,05:05:07,"Hindu Kush Region,Afghanistan",4.3,168,35.95 N,70.27 E,M,-
02/06/2022,13:45:53,Afghanistan-Tajikistan Border Region,4.9,210,36.55 N,71.37 E,M,-
02/06/2022,11:20:27,Afghanistan-Tajikistan Border Region,3.9,120,36.42 N,71.63 E,M,-
02/06/2022,09:42:40,"Hindu Kush Region,Afghanistan",4.5,221,36.65 N,70.86 E,M,-
02/06/2022,04:18:04,"Hindu Kush Region,Afghanistan",4.5,203,35.75 N,70.98 E,M,-
27/05/2022,06:55:49,Afghanistan-Tajikistan Border Region,3.9,215,36.52 N,71.41 E,M,-
26/05/2022,07:48:50,"Xizang, China",4.7,43,32.06 N,91.78 E,A,-
24/05/2022,11:53:13,Tajikistan,3.9,186,37.45 N,72.18 E,M,-
24/05/2022,08:23:39,"Hindu Kush Region,Afghanistan",4.2,116,36.36 N,70.32 E,M,-
24/05/2022,07:11:19,"Hindu Kush Region,Afghanistan",5.3,173,35.90 N,69.86 E,M,-
24/05/2022,05:49:22,63 Km NE of Shahdadkot,4.0,17,28.09 N,67.32 E,M,-
24/05/2022,04:16:00,135 Km East of Khuzdar,4.1,23,27.86 N,65.22 E,M,-
23/05/2022,07:36:49,Southern Iran,5.3,38,28.38 N,59.97 E,M,-
23/05/2022,05:01:06,"10 Km West of Kupwara, Indian Occupied Kashmir",3.3,40,34.54 N,74.12 E,M,-
22/05/2022,09:37:42,"Hindu Kush Region,Afghanistan",4.3,208,36.46 N,70.29 E,M,-
21/05/2022,05:07:36,"136 Km SW of Ormara, Off Coast of Pakistan",5.0,22,24.33 N,63.63 E,M,-
20/05/2022,21:42:22,"Hindu Kush Region,Afghanistan",4.7,165,36.70 N,69.11 E,M,-
20/05/2022,00:36:40,"Sichuan, China",5.1,45,29.86 N,102.71 E,A,-
18/05/2022,13:59:39,70 Km East of Sibbi,4.1,30,29.36 N,68.58 E,M,-
18/05/2022,10:21:57,75 Km SE of Kalat,3.6,27,28.66 N,67.28 E,M,-
18/05/2022,07:46:56,Afghanistan-Tajikistan Border Region,5.3,157,36.87 N,71.12 E,M,-
16/05/2022,01:29:09,Afghanistan-Tajikistan Border Region,4.6,102,36.56 N,71.27 E,M,-
15/05/2022,08:24:38,Afghanistan-Tajikistan Border Region,5.0,247,37.83 N,71.63 E,M,-
14/05/2022,19:48:05,Kyrgystan,4.7,45,40.13 N,76.77 E,A,-
13/05/2022,22:17:56,Afghanistan-Tajikistan Border Region,5.5,167,37.01 N,69.39 E,M,-
12/05/2022,10:27:42,Afghanistan-Tajikistan Border Region,5.7,140,37.94 N,66.53 E,M,-
11/05/2022,09:43:14,"Hindu Kush Region,Afghanistan",4.0,195,36.57 N,70.94 E,M,-
11/05/2022,04:33:07,Western-Xizang India Border Reg.,4.3,45,30.01 N,80.32 E,A,-
11/05/2022,02:28:58,Afghanistan-Tajikistan Border Region,5.1,140,37.01 N,70.45 E,M,-
09/05/2022,10:23:07,Afghanistan-Tajikistan Border Region,3.2,140,37.12 N,169.35 E,M,-
07/05/2022,11:53:02,Tajikistan,4.0,130,37.19 N,72.00 E,M,-
07/05/2022,01:43:04,"75 Km North of Bela, Balochistan",4.0,24,26.90 N,66.21 E,M,-
06/05/2022,06:21:16,70 Km East of Khuzdar,5.7,35,22.71 N,65.87 E,M,-
06/05/2022,00:48:09,"57km NW of Washuk, Pakistan",5.3,29,28.24 N,64.75 E,M,-
06/05/2022,00:48:09,190 Km NE of Khuzdar,5.3,29,28.24 N,64.75 E,M,-
05/05/2022,22:18:14,75 NE of Taftan,4.3,20,29.29 N,62.26 E,M,-
05/05/2022,16:59:56,"Hindu Kush Region,Afghanistan",4.9,138,36.56 N,70.67 E,M,-
05/05/2022,11:54:27,"Hindu Kush Region,Afghanistan",4.4,259,36.38 N,70.76 E,M,-
05/05/2022,00:05:32,Afghanistan-Tajikistan Border Region,5.9,245,37.72 N,71.40 E,M,-
04/05/2022,11:18:58,Afghanistan-Tajikistan Border Region,4.2,111,36.14 N,72.07 E,M,-
01/05/2022,19:06:41,"Hindu Kush Region,Afghanistan",4.5,231,36.51 N,70.86 E,M,-
29/04/2022,17:23:53,"Yunnan, China",4.6,58,27.89 N,100.76 E,A,-
25/04/2022,12:30:44,"Near Shinkiari, KPK",4.0,17,34.48 N,73.32 E,M,-
25/04/2022,10:11:24,Afghanistan-Tajikistan Border Region,4.5,140,36.26 N,71.39 E,M,-
24/04/2022,09:23:36,Tajikistan,5.0,261,37.66 N,72.98 E,M,-
23/04/2022,13:14:48,Southern Iran,4.4,56,29.52 N,52.03 E,A,-
23/04/2022,05:30:33,Tajikistan-Xinjiang Border Region,3.9,136,38.47 N,73.69 E,M,-
22/04/2022,22:05:48,"82 Km North of Bela, Baloachistan",4.1,16,26.93 N,66.07 E,M,-
22/04/2022,11:05:34,"Hindu Kush Region,Afghanistan",5.0,123,36.54 N,70.27 E,M,-
21/04/2022,17:50:07,Afghanistan-Tajikistan Border Region,4.8,323,37.31 N,69.76 E,M,-
21/04/2022,13:46:11,Afghanistan-Tajikistan Border Region,5.0,115,37.85 N,70.01 E,M,-
21/04/2022,11:22:50,"Hindu Kush Region,Afghanistan",4.9,238,36.50 N,69.82 E,M,-
21/04/2022,10:25:28,"37 Km South of Chaman, Balochistan",4.5,26,30.58 N,66.41 E,M,-
19/04/2022,22:44:43,Afghanistan-Tajikistan Border Region,5.8,216,38.99 N,70.63 E,M,-
18/04/2022,17:16:42,Kashmir-Xizang Border Region,4.3,56,36.14 N,75.03 E,M,-
18/04/2022,04:44:13,25 Km NW of Kalat,3.9,18,29.10 N,66.36 E,M,-
16/04/2022,00:32:18,"Yunnan, China",5.0,35,27.86 N,100.66 E,A,-
15/04/2022,01:26:18,"Qinghai, China",5.3,51,38.53 N,97.27 E,A,-
12/04/2022,11:20:16,"Hindu Kush Region,Afghanistan",5.3,122,36.50 N,69.85 E,M,-
11/04/2022,01:41:36,Northern India,5.3,34,31.80 N,75.24 E,M,-
11/04/2022,01:29:38,102 Km SE of Skardu,4.7,97,34.58 N,76.41 E,M,-
07/04/2022,11:42:22,27 Km South of Skardu,4.3,112,35.05 N,75.60E,M,-
06/04/2022,04:54:09,Tajikistan-Xinjiang Border Region,4.4,149,37.64 N,74.90 E,M,-
04/04/2022,17:43:26,"Hindu Kush Region,Afghanistan",4.7,197,36.54 N,70.98 E,M,-
03/04/2022,22:58:41,"Hindu Kush Region,Afghanistan",4.5,157,36.42 N,70.38 E,M,-
31/03/2022,07:22:09,Northwestern Kashmir,4.4,52,35.56 N,74.89 E,M,-
25/03/2022,10:51:31,Off Coast of Pakistan,3.9,15,24.73 N,61.72 E,M,-
24/03/2022,08:32:17,Kashmir-India Border Region,3.0,5,32.24 N,75.96 E,M,-
23/03/2022,01:29:17,Northwestern Kashmir,4.0,10,35.63 N,75.20 E,M,-
22/03/2022,20:11:35,Northwestern Kashmir,4.0,10,35.74 N,75.12 E,M,-
22/03/2022,18:14:34,"Hindu Kush Region,Afghanistan",4.2,169,36.57 N,69.73 E,M,-
22/03/2022,14:23:44,"Hindu Kush Region,Afghanistan",4.2,92,36.10 N,70.98 E,M,-
22/03/2022,05:22:34,"Hindu Kush Region,Afghanistan",4.1,120,36.49 N,71.16 E,M,-
21/03/2022,15:20:27,Tajikistan,4.3,186,37.52 N,72.26 E,M,-
21/03/2022,13:43:56,Northwestern Kashmir,4.4,10,35.64 N,75.09 E,M,-
20/03/2022,13:06:59,Northwestern Kashmir,4.5,30,35.62 N,74.98 E,M,-
19/03/2022,06:22:21,Tajikistan,4.2,195,37.59 N,72.33 E,M,-
18/03/2022,02:54:10,14km NW of LIllah,4.2,15,30.21 N,72.61 E,M,-
17/03/2022,06:50:24,Northwestern Kashmir,4.2,85,35.94 N,75.65 E,M,-
16/03/2022,21:30:04,Northwestern Kashmir,3.6,24,35.79 N,75.47 E,M,-
16/03/2022,21:22:08,Northwestern Kashmir,3.8,10,35.74 N,75.35 E,M,-
16/03/2022,16:10:45,Northwestern Kashmir,4.1,10,35.75 N,75.34 E,M,-
16/03/2022,16:10:45,Northwestern Kashmir,4.1,10,35.70 N,75.34 E,M,-
16/03/2022,13:35:23,Northwestern Kashmir,5.1,15,35.60 N,75.08 E,M,-
16/03/2022,12:02:59,Central Afghanistan,4.1,10,31.95 N,66.83 E,M,-
15/03/2022,02:07:05,Tajikistan,4.2,148,37.23 N,72.02 E,M,-
13/03/2022,14:39:34,"Hindu Kush Region,Afghanistan",4.3,10,37.19 N,69.85 E,M,-
13/03/2022,13:12:33,Tajikistan,4.3,158,37.08 N,71.94 E,M,-
11/03/2022,20:52:18,Tajikistan,4.6,138,37.45 N,72.05 E,M,-
08/03/2022,15:06:49,"5km NW of Mansehra, KPK",3.5,10,34.37 N,73.17 E,A,-
08/03/2022,14:22:14,"Hindu Kush Region,Afghanistan",4.2,108,36.06 N,70.47 E,M,-
07/03/2022,15:58:38,"Hindu Kush Region,Afghanistan",4.2,98,36.20 N,71.10 E,M,-
06/03/2022,21:30:58,"Hindu Kush Region,Afghanistan",4.3,206,36.46 N,70.27 E,M,-
06/03/2022,08:42:06,Tajikistan,4.4,170,37.33 N,72.01 E,M,-
06/03/2022,03:03:33,18 Km NE of Kallar Syedan,2.2,18,32.52 N,73.53 E,M,-
04/03/2022,08:36:36,50 Km North of Swat,2.6,21,35.21 N,72.42 E,M,-
03/03/2022,14:13:13,"Hindu Kush Region,Afghanistan",4.9,88,36.17 N,70.62 E,M,-
03/03/2022,14:13:11,"Hindu Kush Region,Afghanistan",5.5,122,35.93 N,70.07 E,M,-
03/03/2022,12:00:58,65 Km SE of Chitral,2.8,19,35.41 N,72.23 E,M,-
02/03/2022,09:58:28,"Hindu Kush Region,Afghanistan",5.2,100,35.66 N,69.19 E,M,-
02/03/2022,09:58:25,"Hindu Kush Region,Afghanistan",5.0,176,35.39 N,69.85 E,M,-
01/03/2022,21:53:43,Afghanistan-Tajikistan Border Region,4.1,90,37.66 N,66.62 E,M,-
28/02/2022,18:20:36,Off Coast of Pakistan,3.5,28,24.72 N,61.82 E,M,-
28/02/2022,04:58:41,Northwestern Kashmir,4.0,130,35.67 N,75.24 E,M,-
22/02/2022,14:59:30,"Hindu Kush Region,Afghanistan",4.0,45,36.20 N,68.60 E,M,-
22/02/2022,03:05:23,Northwestern Kashmir,4.4,10,35.57 N,74.98 E,M,-
21/02/2022,20:27:44,"Hindu Kush Region,Afghanistan",4.5,217,36.52 N,70.32 E,M,-
21/02/2022,16:24:33,"Hindu Kush Region,Afghanistan",4.0,201,36.54 N,70.88 E,M,-
21/02/2022,05:47:47,"Hindu Kush Region,Afghanistan",4.2,171,36.62 N,71.57 E,M,-
20/02/2022,11:27:00,"Hindu Kush Region,Afghanistan",4.3,200,36.44 N,70.71 E,M,-
20/02/2022,09:37:26,"Hindu Kush Region,Afghanistan",4.3,211,36.54 N,70.18 E,M,-
19/02/2022,23:35:05,"43km North of Jhang Sadar, Pakistan",3.9,10,31.66 N,72.29 E,M,-
19/02/2022,23:03:46,"6km NE of Chattar Plain, Pakistan",3.7,10,34.66 N,73.16 E,M,-
19/02/2022,03:32:14,Tajikistan,4.1,195,37.37 N,72.03 E,M,-
16/02/2022,05:38:14,Northwestern Kashmir,4.3,68,36.28 N,73.04 E,M,-
12/02/2022,18:04:50,"Hindu Kush Region,Afghanistan",4.6,90,35.53 N,70.66 E,M,-
12/02/2022,10:50:24,"Hindu Kush Region, Afghanistan",4.0,122,36.39 N,71.11 E,M,-
10/02/2022,07:14:40,"Hindu Kush Region, Afghanistan",4.0,110,37.05 N,71.26 E,M,-
09/02/2022,11:16:55,"5km SW of Pabbi, KPK",3.8,20,33.96 N,71.79 E,M,-
06/02/2022,10:40:12,Tajikistan,4.4,100,36.92 N,71.59 E,M,-
05/02/2022,04:16:01,"Hindu Kush Region,Afghanistan",5.7,209,36.51 N,71.14 E,M,-
05/02/2022,00:11:56,"Hindu Kush Region,Afghanistan",4.6,195,36.54 N,70.46 E,M,-
03/02/2022,19:31:28,"Hindu Kush Region, Afghanistan",4.9,200,36.53 N,70.54 E,M,-
31/12/2021,18:40:45,"Hindu Kush Region, Afghanistan",3.7,90,34.91 N,69.10 E,M,-
31/12/2021,18:40:45,Southeastern Afghanistan,3.7,90,34.91 N,69.10 E,M,-
31/12/2021,11:16:28,"Hindu Kush Region, Afghanistan",3.5,90,36.55 N,70.24 E,M,-
31/12/2021,09:22:01,"Hindu Kush Region, Afghanistan",3.3,114,36.58 N,71.60 E,M,-
31/12/2021,07:56:47,"Hindu Kush Region, Afghanistan",4.6,221,36.58 N,71.26 E,M,-
30/12/2021,12:24:45,37km SouthEast of Jaglot,4.0,25,35.50 N,74.97 E,M,-
30/12/2021,12:24:44,"Hindu Kush Region, Afghanistan",4.0,25,35.50 N,74.96 E,M,-
30/12/2021,04:55:38,"Hindu Kush Region, Afghanistan",2.8,199,36.62 N,70.10 E,M,-
30/12/2021,03:30:12,"Hindu Kush Region, Afghanistan",2.9,158,36.80 N,69.24 E,M,-
30/12/2021,02:13:30,"Hindu Kush Region, Afghanistan",3.8,35,36.21 N,68.97 E,M,-
